branch_id,business_date,status,opened_at,closed_at,closed_by,updated_at
373f0680-d3aa-4f9c-8eac-d11d17f0f2df,2026-08-23,open,2026-08-23 09:34:18.821046+00,null,null,2026-08-23 09:34:18.821046+00
