branch_id,business_date,status,opened_at_th,closed_at_th,updated_at
373f0680-d3aa-4f9c-8eac-d11d17f0f2df,2026-08-27,open,2026-08-27 08:02:20.254672,null,2026-08-27 02:27:23.590808+00
