id,branch_id,business_date,status,net_sales,cash_sales,qr_sales,discount,bill_count,void_count,shift_count,total_cash_difference,snapshot,closed_by,closed_at
153e42bb-d56b-47a3-8210-bb701353ca6f,373f0680-d3aa-4f9c-8eac-d11d17f0f2df,2026-08-25,closed,3235.00,2575.00,660.00,35.00,13,1,4,0.00,"{""shifts"":[{""discount"":10,""qr_sales"":0,""shift_id"":""04184ba8-3301-4706-a7c6-281022ba031d"",""closed_at"":""2026-08-25T14:33:53.98956+00:00"",""net_sales"":450,""opened_at"":""2026-08-25T07:02:34.629211+00:00"",""bill_count"":3,""cash_sales"":450,""cashier_id"":""e37f5164-26f4-49c9-85c0-db2558e6fa56"",""float_mode"":""fresh"",""void_count"":1,""cashier_name"":""pongsathorn"",""counted_cash"":1450,""opening_cash"":1000,""expected_cash"":1450,""terminal_code"":""POS01"",""cash_difference"":0},{""discount"":0,""qr_sales"":0,""shift_id"":""1986cb11-3f4e-43d8-8185-278f45f4f10e"",""closed_at"":""2026-08-26T06:06:49.873495+00:00"",""net_sales"":0,""opened_at"":""2026-08-25T14:34:34.119528+00:00"",""bill_count"":0,""cash_sales"":0,""cashier_id"":""8476b0e7-e3eb-456b-88c3-bd7d62bea395"",""float_mode"":""fresh"",""void_count"":0,""cashier_name"":""พีรภัทร"",""counted_cash"":1000,""opening_cash"":1000,""expected_cash"":1000,""terminal_code"":""POS01"",""cash_difference"":0},{""discount"":25,""qr_sales"":570,""shift_id"":""e5b03d14-ad3f-4eb9-ae93-fd4e35fd51b5"",""closed_at"":""2026-08-26T17:00:57.405233+00:00"",""net_sales"":2695,""opened_at"":""2026-08-26T09:01:14.028036+00:00"",""bill_count"":9,""cash_sales"":2125,""cashier_id"":""e37f5164-26f4-49c9-85c0-db2558e6fa56"",""float_mode"":""fresh"",""void_count"":0,""cashier_name"":""pongsathorn"",""counted_cash"":3125,""opening_cash"":1000,""expected_cash"":3125,""terminal_code"":""POS01"",""cash_difference"":0},{""discount"":0,""qr_sales"":90,""shift_id"":""9512bbb4-d247-4a48-97ae-648527074b8e"",""closed_at"":""2026-08-27T01:03:26.226042+00:00"",""net_sales"":90,""opened_at"":""2026-08-27T01:02:20.254672+00:00"",""bill_count"":1,""cash_sales"":0,""cashier_id"":""e37f5164-26f4-49c9-85c0-db2558e6fa56"",""float_mode"":""fresh"",""void_count"":0,""cashier_name"":""pongsathorn"",""counted_cash"":1000,""opening_cash"":1000,""expected_cash"":1000,""terminal_code"":""POS01"",""cash_difference"":0}],""summary"":{""discount"":35,""qr_sales"":660,""net_sales"":3235,""bill_count"":13,""cash_sales"":2575,""void_count"":1,""shift_count"":4,""cash_difference"":0,""open_shift_count"":0,""uncounted_shift_count"":0},""cashiers"":[{""discount"":35,""qr_sales"":660,""net_sales"":3235,""bill_count"":13,""cash_sales"":2575,""cashier_id"":""e37f5164-26f4-49c9-85c0-db2558e6fa56"",""void_count"":1,""shift_count"":3,""cashier_name"":""pongsathorn"",""cash_difference"":0},{""discount"":0,""qr_sales"":0,""net_sales"":0,""bill_count"":0,""cash_sales"":0,""cashier_id"":""8476b0e7-e3eb-456b-88c3-bd7d62bea395"",""void_count"":0,""shift_count"":1,""cashier_name"":""พีรภัทร"",""cash_difference"":0}],""business_date"":""2026-08-25""}",e37f5164-26f4-49c9-85c0-db2558e6fa56,2026-08-27 01:04:26.014607+00
