branch_id,business_date,status,opened_at_th,closed_at_th,updated_at_th
373f0680-d3aa-4f9c-8eac-d11d17f0f2df,2026-08-27,closed,2026-08-27 08:02:20.254672,2026-08-27 09:33:59.848992,2026-08-27 09:33:59.848992
