branch_id,business_date,status,opened_at,closed_at,closed_by,updated_at
373f0680-d3aa-4f9c-8eac-d11d17f0f2df,2026-08-25,closed,2026-08-25 07:02:34.629211+00,2026-08-27 01:04:26.014607+00,e37f5164-26f4-49c9-85c0-db2558e6fa56,2026-08-27 01:04:26.014607+00
